Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
Jan 2019,SSD,11385139,Unity,Abiemnhom,current,2019-01-01,2019-01-31,3,11125,0.37
Jan 2019,SSD,11385139,Unity,Abiemnhom,current,2019-01-01,2019-01-31,4,0,0
Jan 2019,SSD,11385139,Unity,Abiemnhom,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Unity,Abiemnhom,first projection,2019-02-01,2019-04-30,all,30068,1.0
Jan 2019,SSD,11385139,Unity,Abiemnhom,first projection,2019-02-01,2019-04-30,3+,14132,0.47
Jan 2019,SSD,11385139,Unity,Abiemnhom,first projection,2019-02-01,2019-04-30,1,2105,0.07
Jan 2019,SSD,11385139,Unity,Abiemnhom,first projection,2019-02-01,2019-04-30,2,12027,0.4
Jan 2019,SSD,11385139,Unity,Abiemnhom,first projection,2019-02-01,2019-04-30,3,14132,0.47
Jan 2019,SSD,11385139,Unity,Abiemnhom,first projection,2019-02-01,2019-04-30,4,0,0
Jan 2019,SSD,11385139,Unity,Abiemnhom,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Unity,Abiemnhom,second projection,2019-05-01,2019-07-31,all,30068,1.0
Jan 2019,SSD,11385139,Unity,Abiemnhom,second projection,2019-05-01,2019-07-31,3+,14132,0.47
Jan 2019,SSD,11385139,Unity,Abiemnhom,second projection,2019-05-01,2019-07-31,1,2105,0.07
Jan 2019,SSD,11385139,Unity,Abiemnhom,second projection,2019-05-01,2019-07-31,2,11125,0.37
Jan 2019,SSD,11385139,Unity,Abiemnhom,second projection,2019-05-01,2019-07-31,3,14132,0.47
Jan 2019,SSD,11385139,Unity,Abiemnhom,second projection,2019-05-01,2019-07-31,4,0,0
Jan 2019,SSD,11385139,Unity,Abiemnhom,second projection,2019-05-01,2019-07-31,5,0,0
Jan 2019,SSD,11385139,Unity,Guit,current,2019-01-01,2019-01-31,all,39971,1.0
Jan 2019,SSD,11385139,Unity,Guit,current,2019-01-01,2019-01-31,3+,29978,0.75
Jan 2019,SSD,11385139,Unity,Guit,current,2019-01-01,2019-01-31,1,1999,0.05
Jan 2019,SSD,11385139,Unity,Guit,current,2019-01-01,2019-01-31,2,7994,0.2
Jan 2019,SSD,11385139,Unity,Guit,current,2019-01-01,2019-01-31,3,21984,0.55
Jan 2019,SSD,11385139,Unity,Guit,current,2019-01-01,2019-01-31,4,7994,0.2
Jan 2019,SSD,11385139,Unity,Guit,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Unity,Guit,first projection,2019-02-01,2019-04-30,all,39971,1.0
Jan 2019,SSD,11385139,Unity,Guit,first projection,2019-02-01,2019-04-30,3+,27980,0.7
Jan 2019,SSD,11385139,Unity,Guit,first projection,2019-02-01,2019-04-30,1,1999,0.05
Jan 2019,SSD,11385139,Unity,Guit,first projection,2019-02-01,2019-04-30,2,9993,0.25
Jan 2019,SSD,11385139,Unity,Guit,first projection,2019-02-01,2019-04-30,3,21984,0.55
Jan 2019,SSD,11385139,Unity,Guit,first projection,2019-02-01,2019-04-30,4,5996,0.15
Jan 2019,SSD,11385139,Unity,Guit,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Unity,Guit,second projection,2019-05-01,2019-07-31,all,39971,1.0
Jan 2019,SSD,11385139,Unity,Guit,second projection,2019-05-01,2019-07-31,3+,27980,0.7
Jan 2019,SSD,11385139,Unity,Guit,second projection,2019-05-01,2019-07-31,1,1999,0.05
Jan 2019,SSD,11385139,Unity,Guit,second projection,2019-05-01,2019-07-31,2,9993,0.25
Jan 2019,SSD,11385139,Unity,Guit,second projection,2019-05-01,2019-07-31,3,21984,0.55
Jan 2019,SSD,11385139,Unity,Guit,second projection,2019-05-01,2019-07-31,4,5996,0.15
Jan 2019,SSD,11385139,Unity,Guit,second projection,2019-05-01,2019-07-31,5,0,0
Jan 2019,SSD,11385139,Unity,Koch,current,2019-01-01,2019-01-31,all,127682,1.0
Jan 2019,SSD,11385139,Unity,Koch,current,2019-01-01,2019-01-31,3+,89377,0.7
Jan 2019,SSD,11385139,Unity,Koch,current,2019-01-01,2019-01-31,1,6384,0.05
Jan 2019,SSD,11385139,Unity,Koch,current,2019-01-01,2019-01-31,2,31921,0.25
Jan 2019,SSD,11385139,Unity,Koch,current,2019-01-01,2019-01-31,3,63841,0.5
Jan 2019,SSD,11385139,Unity,Koch,current,2019-01-01,2019-01-31,4,25536,0.2
Jan 2019,SSD,11385139,Unity,Koch,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Unity,Koch,first projection,2019-02-01,2019-04-30,all,127682,1.0
Jan 2019,SSD,11385139,Unity,Koch,first projection,2019-02-01,2019-04-30,3+,89377,0.7
Jan 2019,SSD,11385139,Unity,Koch,first projection,2019-02-01,2019-04-30,1,6384,0.05
Jan 2019,SSD,11385139,Unity,Koch,first projection,2019-02-01,2019-04-30,2,31921,0.25
Jan 2019,SSD,11385139,Unity,Koch,first projection,2019-02-01,2019-04-30,3,63841,0.5
Jan 2019,SSD,11385139,Unity,Koch,first projection,2019-02-01,2019-04-30,4,25536,0.2
Jan 2019,SSD,11385139,Unity,Koch,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Unity,Koch,second projection,2019-05-01,2019-07-31,all,127682,1.0
Jan 2019,SSD,11385139,Unity,Koch,second projection,2019-05-01,2019-07-31,3+,95761,0.75
Jan 2019,SSD,11385139,Unity,Koch,second projection,2019-05-01,2019-07-31,1,6384,0.05
Jan 2019,SSD,11385139,Unity,Koch,second projection,2019-05-01,2019-07-31,2,25536,0.2
Jan 2019,SSD,11385139,Unity,Koch,second projection,2019-05-01,2019-07-31,3,70225,0.55
Jan 2019,SSD,11385139,Unity,Koch,second projection,2019-05-01,2019-07-31,4,25536,0.2
Jan 2019,SSD,11385139,Unity,Koch,second projection,2019-05-01,2019-07-31,5,0,0
Jan 2019,SSD,11385139,Unity,Leer,current,2019-01-01,2019-01-31,all,109998,1.0
Jan 2019,SSD,11385139,Unity,Leer,current,2019-01-01,2019-01-31,3+,76999,0.7
Jan 2019,SSD,11385139,Unity,Leer,current,2019-01-01,2019-01-31,1,5500,0.05
Jan 2019,SSD,11385139,Unity,Leer,current,2019-01-01,2019-01-31,2,27500,0.25
Jan 2019,SSD,11385139,Unity,Leer,current,2019-01-01,2019-01-31,3,60499,0.55
Jan 2019,SSD,11385139,Unity,Leer,current,2019-01-01,2019-01-31,4,16500,0.15
Jan 2019,SSD,11385139,Unity,Leer,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Unity,Leer,first projection,2019-02-01,2019-04-30,all,109998,1.0
Jan 2019,SSD,11385139,Unity,Leer,first projection,2019-02-01,2019-04-30,3+,82499,0.75
Jan 2019,SSD,11385139,Unity,Leer,first projection,2019-02-01,2019-04-30,1,5500,0.05
Jan 2019,SSD,11385139,Unity,Leer,first projection,2019-02-01,2019-04-30,2,22000,0.2
Jan 2019,SSD,11385139,Unity,Leer,first projection,2019-02-01,2019-04-30,3,65999,0.6
Jan 2019,SSD,11385139,Unity,Leer,first projection,2019-02-01,2019-04-30,4,16500,0.15
Jan 2019,SSD,11385139,Unity,Leer,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Unity,Leer,second projection,2019-05-01,2019-07-31,all,109998,1.0
Jan 2019,SSD,11385139,Unity,Leer,second projection,2019-05-01,2019-07-31,3+,87999,0.8
Jan 2019,SSD,11385139,Unity,Leer,second projection,2019-05-01,2019-07-31,1,5500,0.05
Jan 2019,SSD,11385139,Unity,Leer,second projection,2019-05-01,2019-07-31,2,16500,0.15
Jan 2019,SSD,11385139,Unity,Leer,second projection,2019-05-01,2019-07-31,3,65999,0.6
Jan 2019,SSD,11385139,Unity,Leer,second projection,2019-05-01,2019-07-31,4,22000,0.2
Jan 2019,SSD,11385139,Unity,Leer,second projection,2019-05-01,2019-07-31,5,0,0
Jan 2019,SSD,11385139,Unity,Mayendit,current,2019-01-01,2019-01-31,all,89553,1.0
Jan 2019,SSD,11385139,Unity,Mayendit,current,2019-01-01,2019-01-31,3+,67164,0.75
Jan 2019,SSD,11385139,Unity,Mayendit,current,2019-01-01,2019-01-31,1,3582,0.04
Jan 2019,SSD,11385139,Unity,Mayendit,current,2019-01-01,2019-01-31,2,17911,0.2
Jan 2019,SSD,11385139,Unity,Mayendit,current,2019-01-01,2019-01-31,3,58209,0.65
Jan 2019,SSD,11385139,Unity,Mayendit,current,2019-01-01,2019-01-31,4,8955,0.1
Jan 2019,SSD,11385139,Unity,Mayendit,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Unity,Mayendit,first projection,2019-02-01,2019-04-30,all,89553,1.0
Jan 2019,SSD,11385139,Unity,Mayendit,first projection,2019-02-01,2019-04-30,3+,71642,0.8
Jan 2019,SSD,11385139,Unity,Mayendit,first projection,2019-02-01,2019-04-30,1,3582,0.04
Jan 2019,SSD,11385139,Unity,Mayendit,first projection,2019-02-01,2019-04-30,2,13433,0.15
Jan 2019,SSD,11385139,Unity,Mayendit,first projection,2019-02-01,2019-04-30,3,58209,0.65
Jan 2019,SSD,11385139,Unity,Mayendit,first projection,2019-02-01,2019-04-30,4,13433,0.15
Jan 2019,SSD,11385139,Unity,Mayendit,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Unity,Mayendit,second projection,2019-05-01,2019-07-31,all,89553,1.0
Jan 2019,SSD,11385139,Unity,Mayendit,second projection,2019-05-01,2019-07-31,3+,76120,0.85
Jan 2019,SSD,11385139,Unity,Mayendit,second projection,2019-05-01,2019-07-31,1,3582,0.04
Jan 2019,SSD,11385139,Unity,Mayendit,second projection,2019-05-01,2019-07-31,2,8955,0.1
Jan 2019,SSD,11385139,Unity,Mayendit,second projection,2019-05-01,2019-07-31,3,58209,0.65
Jan 2019,SSD,11385139,Unity,Mayendit,second projection,2019-05-01,2019-07-31,4,17911,0.2
Jan 2019,SSD,11385139,Unity,Mayendit,second projection,2019-05-01,2019-07-31,5,0,0
Jan 2019,SSD,11385139,Unity,Mayom,current,2019-01-01,2019-01-31,all,177371,1.0
Jan 2019,SSD,11385139,Unity,Mayom,current,2019-01-01,2019-01-31,3+,106423,0.6
Jan 2019,SSD,11385139,Unity,Mayom,current,2019-01-01,2019-01-31,1,17737,0.1
Jan 2019,SSD,11385139,Unity,Mayom,current,2019-01-01,2019-01-31,2,53211,0.3
Jan 2019,SSD,11385139,Unity,Mayom,current,2019-01-01,2019-01-31,3,88686,0.5
Jan 2019,SSD,11385139,Unity,Mayom,current,2019-01-01,2019-01-31,4,17737,0.1
Jan 2019,SSD,11385139,Unity,Mayom,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Unity,Mayom,first projection,2019-02-01,2019-04-30,all,177371,1.0
Jan 2019,SSD,11385139,Unity,Mayom,first projection,2019-02-01,2019-04-30,3+,115291,0.65
Jan 2019,SSD,11385139,Unity,Mayom,first projection,2019-02-01,2019-04-30,1,17737,0.1
Jan 2019,SSD,11385139,Unity,Mayom,first projection,2019-02-01,2019-04-30,2,44343,0.25
Jan 2019,SSD,11385139,Unity,Mayom,first projection,2019-02-01,2019-04-30,3,97554,0.55
Jan 2019,SSD,11385139,Unity,Mayom,first projection,2019-02-01,2019-04-30,4,17737,0.1
Jan 2019,SSD,11385139,Unity,Mayom,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Unity,Mayom,second projection,2019-05-01,2019-07-31,all,177371,1.0
Jan 2019,SSD,11385139,Unity,Mayom,second projection,2019-05-01,2019-07-31,3+,124160,0.7
Jan 2019,SSD,11385139,Unity,Mayom,second projection,2019-05-01,2019-07-31,1,17737,0.1
Jan 2019,SSD,11385139,Unity,Mayom,second projection,2019-05-01,2019-07-31,2,35474,0.2
Jan 2019,SSD,11385139,Unity,Mayom,second projection,2019-05-01,2019-07-31,3,97554,0.55
Jan 2019,SSD,11385139,Unity,Mayom,second projection,2019-05-01,2019-07-31,4,26606,0.15
Jan 2019,SSD,11385139,Unity,Mayom,second projection,2019-05-01,2019-07-31,5,0,0
Jan 2019,SSD,11385139,Unity,Panyijiar,current,2019-01-01,2019-01-31,all,95606,1.0
Jan 2019,SSD,11385139,Unity,Panyijiar,current,2019-01-01,2019-01-31,3+,71704,0.75
Jan 2019,SSD,11385139,Unity,Panyijiar,current,2019-01-01,2019-01-31,1,4780,0.05
Jan 2019,SSD,11385139,Unity,Panyijiar,current,2019-01-01,2019-01-31,2,19121,0.2
Jan 2019,SSD,11385139,Unity,Panyijiar,current,2019-01-01,2019-01-31,3,38242,0.4
Jan 2019,SSD,11385139,Unity,Panyijiar,current,2019-01-01,2019-01-31,4,33462,0.35
Jan 2019,SSD,11385139,Unity,Panyijiar,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Unity,Panyijiar,first projection,2019-02-01,2019-04-30,all,95606,1.0
Jan 2019,SSD,11385139,Unity,Panyijiar,first projection,2019-02-01,2019-04-30,3+,76484,0.8
Jan 2019,SSD,11385139,Unity,Panyijiar,first projection,2019-02-01,2019-04-30,1,4780,0.05
Jan 2019,SSD,11385139,Unity,Panyijiar,first projection,2019-02-01,2019-04-30,2,14341,0.15
Jan 2019,SSD,11385139,Unity,Panyijiar,first projection,2019-02-01,2019-04-30,3,38242,0.4
Jan 2019,SSD,11385139,Unity,Panyijiar,first projection,2019-02-01,2019-04-30,4,33462,0.35
Jan 2019,SSD,11385139,Unity,Panyijiar,first projection,2019-02-01,2019-04-30,5,4780,0.05
Jan 2019,SSD,11385139,Unity,Panyijiar,second projection,2019-05-01,2019-07-31,all,95606,1.0
Jan 2019,SSD,11385139,Unity,Panyijiar,second projection,2019-05-01,2019-07-31,3+,76485,0.8
Jan 2019,SSD,11385139,Unity,Panyijiar,second projection,2019-05-01,2019-07-31,1,4780,0.05
Jan 2019,SSD,11385139,Unity,Panyijiar,second projection,2019-05-01,2019-07-31,2,14341,0.15
Jan 2019,SSD,11385139,Unity,Panyijiar,second projection,2019-05-01,2019-07-31,3,38242,0.4
Jan 2019,SSD,11385139,Unity,Panyijiar,second projection,2019-05-01,2019-07-31,4,28682,0.3
Jan 2019,SSD,11385139,Unity,Panyijiar,second projection,2019-05-01,2019-07-31,5,9561,0.1
Jan 2019,SSD,11385139,Unity,Pariang,current,2019-01-01,2019-01-31,all,138364,1.0
Jan 2019,SSD,11385139,Unity,Pariang,current,2019-01-01,2019-01-31,3+,89936,0.65
Jan 2019,SSD,11385139,Unity,Pariang,current,2019-01-01,2019-01-31,1,13836,0.1
Jan 2019,SSD,11385139,Unity,Pariang,current,2019-01-01,2019-01-31,2,34591,0.25
Jan 2019,SSD,11385139,Unity,Pariang,current,2019-01-01,2019-01-31,3,76100,0.55
Jan 2019,SSD,11385139,Unity,Pariang,current,2019-01-01,2019-01-31,4,13836,0.1
Jan 2019,SSD,11385139,Unity,Pariang,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Unity,Pariang,first projection,2019-02-01,2019-04-30,all,138364,1.0
Jan 2019,SSD,11385139,Unity,Pariang,first projection,2019-02-01,2019-04-30,3+,96854,0.7
Jan 2019,SSD,11385139,Unity,Pariang,first projection,2019-02-01,2019-04-30,1,13836,0.1
Jan 2019,SSD,11385139,Unity,Pariang,first projection,2019-02-01,2019-04-30,2,27673,0.2
Jan 2019,SSD,11385139,Unity,Pariang,first projection,2019-02-01,2019-04-30,3,83018,0.6
Jan 2019,SSD,11385139,Unity,Pariang,first projection,2019-02-01,2019-04-30,4,13836,0.1
Jan 2019,SSD,11385139,Unity,Pariang,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Unity,Pariang,second projection,2019-05-01,2019-07-31,all,138364,1.0
Jan 2019,SSD,11385139,Unity,Pariang,second projection,2019-05-01,2019-07-31,3+,103773,0.75
Jan 2019,SSD,11385139,Unity,Pariang,second projection,2019-05-01,2019-07-31,1,6918,0.05
Jan 2019,SSD,11385139,Unity,Pariang,second projection,2019-05-01,2019-07-31,2,27673,0.2
Jan 2019,SSD,11385139,Unity,Pariang,second projection,2019-05-01,2019-07-31,3,83018,0.6
Jan 2019,SSD,11385139,Unity,Pariang,second projection,2019-05-01,2019-07-31,4,20755,0.15
Jan 2019,SSD,11385139,Unity,Pariang,second projection,2019-05-01,2019-07-31,5,0,0
Jan 2019,SSD,11385139,Unity,Rubkona,current,2019-01-01,2019-01-31,all,77683,1.0
Jan 2019,SSD,11385139,Unity,Rubkona,current,2019-01-01,2019-01-31,3+,54378,0.7
Jan 2019,SSD,11385139,Unity,Rubkona,current,2019-01-01,2019-01-31,1,3884,0.05
Jan 2019,SSD,11385139,Unity,Rubkona,current,2019-01-01,2019-01-31,2,18644,0.24
Jan 2019,SSD,11385139,Unity,Rubkona,current,2019-01-01,2019-01-31,3,42726,0.55
Jan 2019,SSD,11385139,Unity,Rubkona,current,2019-01-01,2019-01-31,4,11652,0.15
Jan 2019,SSD,11385139,Unity,Rubkona,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Unity,Rubkona,first projection,2019-02-01,2019-04-30,all,77683,1.0
Jan 2019,SSD,11385139,Unity,Rubkona,first projection,2019-02-01,2019-04-30,3+,54378,0.7
Jan 2019,SSD,11385139,Unity,Rubkona,first projection,2019-02-01,2019-04-30,1,3884,0.05
Jan 2019,SSD,11385139,Unity,Rubkona,first projection,2019-02-01,2019-04-30,2,18644,0.24
Jan 2019,SSD,11385139,Unity,Rubkona,first projection,2019-02-01,2019-04-30,3,42726,0.55
Jan 2019,SSD,11385139,Unity,Rubkona,first projection,2019-02-01,2019-04-30,4,11652,0.15
Jan 2019,SSD,11385139,Unity,Rubkona,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Unity,Rubkona,second projection,2019-05-01,2019-07-31,all,77683,1.0
Jan 2019,SSD,11385139,Unity,Rubkona,second projection,2019-05-01,2019-07-31,3+,54378,0.7
Jan 2019,SSD,11385139,Unity,Rubkona,second projection,2019-05-01,2019-07-31,1,3884,0.05
Jan 2019,SSD,11385139,Unity,Rubkona,second projection,2019-05-01,2019-07-31,2,16313,0.21
Jan 2019,SSD,11385139,Unity,Rubkona,second projection,2019-05-01,2019-07-31,3,42726,0.55
Jan 2019,SSD,11385139,Unity,Rubkona,second projection,2019-05-01,2019-07-31,4,11652,0.15
Jan 2019,SSD,11385139,Unity,Rubkona,second projection,2019-05-01,2019-07-31,5,0,0
Jan 2019,SSD,11385139,Warrap,Gogrial East,current,2019-01-01,2019-01-31,all,142326,1.0
Jan 2019,SSD,11385139,Warrap,Gogrial East,current,2019-01-01,2019-01-31,3+,78280,0.55
Jan 2019,SSD,11385139,Warrap,Gogrial East,current,2019-01-01,2019-01-31,1,21349,0.15
Jan 2019,SSD,11385139,Warrap,Gogrial East,current,2019-01-01,2019-01-31,2,42698,0.3
Jan 2019,SSD,11385139,Warrap,Gogrial East,current,2019-01-01,2019-01-31,3,64047,0.45
Jan 2019,SSD,11385139,Warrap,Gogrial East,current,2019-01-01,2019-01-31,4,14233,0.1
Jan 2019,SSD,11385139,Warrap,Gogrial East,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Warrap,Gogrial East,first projection,2019-02-01,2019-04-30,all,142326,1.0
Jan 2019,SSD,11385139,Warrap,Gogrial East,first projection,2019-02-01,2019-04-30,3+,85396,0.6
Jan 2019,SSD,11385139,Warrap,Gogrial East,first projection,2019-02-01,2019-04-30,1,21349,0.15
Jan 2019,SSD,11385139,Warrap,Gogrial East,first projection,2019-02-01,2019-04-30,2,35582,0.25
Jan 2019,SSD,11385139,Warrap,Gogrial East,first projection,2019-02-01,2019-04-30,3,64047,0.45
Jan 2019,SSD,11385139,Warrap,Gogrial East,first projection,2019-02-01,2019-04-30,4,21349,0.15
Jan 2019,SSD,11385139,Warrap,Gogrial East,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Warrap,Gogrial East,second projection,2019-05-01,2019-07-31,all,142326,1.0
Jan 2019,SSD,11385139,Warrap,Gogrial East,second projection,2019-05-01,2019-07-31,3+,92512,0.65
Jan 2019,SSD,11385139,Warrap,Gogrial East,second projection,2019-05-01,2019-07-31,1,21349,0.15
Jan 2019,SSD,11385139,Warrap,Gogrial East,second projection,2019-05-01,2019-07-31,2,28465,0.2
Jan 2019,SSD,11385139,Warrap,Gogrial East,second projection,2019-05-01,2019-07-31,3,64047,0.45
Jan 2019,SSD,11385139,Warrap,Gogrial East,second projection,2019-05-01,2019-07-31,4,28465,0.2
Jan 2019,SSD,11385139,Warrap,Gogrial East,second projection,2019-05-01,2019-07-31,5,0,0
Jan 2019,SSD,11385139,Warrap,Abyei region,current,2019-01-01,2019-01-31,all,0,1.0
Jan 2019,SSD,11385139,Warrap,Abyei region,first projection,2019-02-01,2019-04-30,all,64820,1.0
Jan 2019,SSD,11385139,Warrap,Abyei region,first projection,2019-02-01,2019-04-30,3+,0,0
Jan 2019,SSD,11385139,Warrap,Abyei region,first projection,2019-02-01,2019-04-30,1,0,0
Jan 2019,SSD,11385139,Warrap,Abyei region,first projection,2019-02-01,2019-04-30,2,0,0
Jan 2019,SSD,11385139,Warrap,Abyei region,first projection,2019-02-01,2019-04-30,3,0,0
Jan 2019,SSD,11385139,Warrap,Abyei region,first projection,2019-02-01,2019-04-30,4,0,0
Jan 2019,SSD,11385139,Warrap,Abyei region,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Warrap,Abyei region,second projection,2019-05-01,2019-07-31,all,0,1.0
Jan 2019,SSD,11385139,Warrap,Tonj North,current,2019-01-01,2019-01-31,all,249779,1.0
Jan 2019,SSD,11385139,Warrap,Tonj North,current,2019-01-01,2019-01-31,3+,137379,0.55
Jan 2019,SSD,11385139,Warrap,Tonj North,current,2019-01-01,2019-01-31,1,24978,0.1
Jan 2019,SSD,11385139,Warrap,Tonj North,current,2019-01-01,2019-01-31,2,87423,0.35
Jan 2019,SSD,11385139,Warrap,Tonj North,current,2019-01-01,2019-01-31,3,124890,0.5
Jan 2019,SSD,11385139,Warrap,Tonj North,current,2019-01-01,2019-01-31,4,12489,0.05
Jan 2019,SSD,11385139,Warrap,Tonj North,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Warrap,Tonj North,first projection,2019-02-01,2019-04-30,all,249779,1.0
Jan 2019,SSD,11385139,Warrap,Tonj North,first projection,2019-02-01,2019-04-30,3+,149868,0.6
Jan 2019,SSD,11385139,Warrap,Tonj North,first projection,2019-02-01,2019-04-30,1,24978,0.1
Jan 2019,SSD,11385139,Warrap,Tonj North,first projection,2019-02-01,2019-04-30,2,74934,0.3
Jan 2019,SSD,11385139,Warrap,Tonj North,first projection,2019-02-01,2019-04-30,3,124890,0.5
Jan 2019,SSD,11385139,Warrap,Tonj North,first projection,2019-02-01,2019-04-30,4,24978,0.1
Jan 2019,SSD,11385139,Warrap,Tonj North,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Warrap,Tonj North,second projection,2019-05-01,2019-07-31,all,249779,1.0
Jan 2019,SSD,11385139,Warrap,Tonj North,second projection,2019-05-01,2019-07-31,3+,149868,0.6
Jan 2019,SSD,11385139,Warrap,Tonj North,second projection,2019-05-01,2019-07-31,1,24978,0.1
Jan 2019,SSD,11385139,Warrap,Tonj North,second projection,2019-05-01,2019-07-31,2,74934,0.3
Jan 2019,SSD,11385139,Warrap,Tonj North,second projection,2019-05-01,2019-07-31,3,99912,0.4
Jan 2019,SSD,11385139,Warrap,Tonj North,second projection,2019-05-01,2019-07-31,4,49956,0.2
Jan 2019,SSD,11385139,Warrap,Tonj North,second projection,2019-05-01,2019-07-31,5,0,0
Jan 2019,SSD,11385139,Warrap,Gogrial West,current,2019-01-01,2019-01-31,all,353806,1.0
Jan 2019,SSD,11385139,Warrap,Gogrial West,current,2019-01-01,2019-01-31,3+,88451,0.25
Jan 2019,SSD,11385139,Warrap,Gogrial West,current,2019-01-01,2019-01-31,1,106142,0.3
Jan 2019,SSD,11385139,Warrap,Gogrial West,current,2019-01-01,2019-01-31,2,159213,0.45
Jan 2019,SSD,11385139,Warrap,Gogrial West,current,2019-01-01,2019-01-31,3,70761,0.2
Jan 2019,SSD,11385139,Warrap,Gogrial West,current,2019-01-01,2019-01-31,4,17690,0.05
Jan 2019,SSD,11385139,Warrap,Gogrial West,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Warrap,Gogrial West,first projection,2019-02-01,2019-04-30,all,353806,1.0
Jan 2019,SSD,11385139,Warrap,Gogrial West,first projection,2019-02-01,2019-04-30,3+,106142,0.3
Jan 2019,SSD,11385139,Warrap,Gogrial West,first projection,2019-02-01,2019-04-30,1,70761,0.2
Jan 2019,SSD,11385139,Warrap,Gogrial West,first projection,2019-02-01,2019-04-30,2,176903,0.5
Jan 2019,SSD,11385139,Warrap,Gogrial West,first projection,2019-02-01,2019-04-30,3,70761,0.2
Jan 2019,SSD,11385139,Warrap,Gogrial West,first projection,2019-02-01,2019-04-30,4,35381,0.1
Jan 2019,SSD,11385139,Warrap,Gogrial West,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Warrap,Gogrial West,second projection,2019-05-01,2019-07-31,all,353806,1.0
Jan 2019,SSD,11385139,Warrap,Gogrial West,second projection,2019-05-01,2019-07-31,3+,176903,0.5
Jan 2019,SSD,11385139,Warrap,Gogrial West,second projection,2019-05-01,2019-07-31,1,70761,0.2
Jan 2019,SSD,11385139,Warrap,Gogrial West,second projection,2019-05-01,2019-07-31,2,106142,0.3
Jan 2019,SSD,11385139,Warrap,Gogrial West,second projection,2019-05-01,2019-07-31,3,106142,0.3
Jan 2019,SSD,11385139,Warrap,Gogrial West,second projection,2019-05-01,2019-07-31,4,70761,0.2
Jan 2019,SSD,11385139,Warrap,Gogrial West,second projection,2019-05-01,2019-07-31,5,0,0
Jan 2019,SSD,11385139,Warrap,Tonj East,current,2019-01-01,2019-01-31,all,121306,1.0
Jan 2019,SSD,11385139,Warrap,Tonj East,current,2019-01-01,2019-01-31,3+,54587,0.45
Jan 2019,SSD,11385139,Warrap,Tonj East,current,2019-01-01,2019-01-31,1,24261,0.2
Jan 2019,SSD,11385139,Warrap,Tonj East,current,2019-01-01,2019-01-31,2,42457,0.35
Jan 2019,SSD,11385139,Warrap,Tonj East,current,2019-01-01,2019-01-31,3,48522,0.4
Jan 2019,SSD,11385139,Warrap,Tonj East,current,2019-01-01,2019-01-31,4,6065,0.05
Jan 2019,SSD,11385139,Warrap,Tonj East,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Warrap,Tonj East,first projection,2019-02-01,2019-04-30,all,121306,1.0
Jan 2019,SSD,11385139,Warrap,Tonj East,first projection,2019-02-01,2019-04-30,3+,60653,0.5
Jan 2019,SSD,11385139,Warrap,Tonj East,first projection,2019-02-01,2019-04-30,1,18196,0.15
Jan 2019,SSD,11385139,Warrap,Tonj East,first projection,2019-02-01,2019-04-30,2,42457,0.35
Jan 2019,SSD,11385139,Warrap,Tonj East,first projection,2019-02-01,2019-04-30,3,48522,0.4
Jan 2019,SSD,11385139,Warrap,Tonj East,first projection,2019-02-01,2019-04-30,4,12131,0.1
Jan 2019,SSD,11385139,Warrap,Tonj East,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Warrap,Tonj East,second projection,2019-05-01,2019-07-31,all,121306,1.0
Jan 2019,SSD,11385139,Warrap,Tonj East,second projection,2019-05-01,2019-07-31,3+,66718,0.55
